metric,group1,group2,mean_diff_group2_minus_group1,median_diff_group2_minus_group1,ci_low,ci_high,wins_group2,losses_group2,ties,wilcoxon_statistic,p_value,p_holm,reject_holm
recall5,bge_m3_hybrid_513,bge_m3_hybrid_513_tk1000,0.0,0.0,0.0,0.0,0,0,14977,0.0,1.0,1.0,False
recall5,bge_m3_hybrid_513,bge_m3_hybrid_513_tk500,0.0,0.0,0.0,0.0,0,0,14977,0.0,1.0,1.0,False
recall5,bge_m3_hybrid_513,bge_m3_hybrid_514,-0.024904854109634774,0.0,-0.029524209992554153,-0.020285498226715395,441,814,13722,6328350.0,6.350808290784643e-26,1.333669741064775e-24,True
recall5,bge_m3_hybrid_513,reranked_results,0.08145823596180811,0.0,0.0757613958655886,0.08715507605802762,1607,387,12983,5410453.5,2.3857475727605178e-164,8.11154174738576e-163,True
recall5,bge_m3_hybrid_513,nemotron_topk400,0.12993256326367097,0.0,0.12388490583737673,0.1359802206899652,2167,221,12589,3046153.5,0.0,0.0,True
recall5,bge_m3_hybrid_513,rer_bge_m3_hybrid_513_nemotron,0.11524337317219736,0.0,0.10955786666302922,0.12092887968136551,1906,180,12891,2508210.0,0.0,0.0,True
recall5,bge_m3_hybrid_513,rer_bge_m3_hybrid_513_nemotron_tk1000,0.13453962742872405,0.0,0.12837867011047546,0.14070058474697264,2251,236,12490,3241224.0,0.0,0.0,True
recall5,bge_m3_hybrid_513,rer_bge_m3_hybrid_513_nemotron_tk500,0.13327101555718768,0.0,0.12716860057219728,0.13937343054217807,2218,222,12537,3054165.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk1000,bge_m3_hybrid_513_tk500,0.0,0.0,0.0,0.0,0,0,14977,0.0,1.0,1.0,False
recall5,bge_m3_hybrid_513_tk1000,bge_m3_hybrid_514,-0.024904854109634774,0.0,-0.029524209992554153,-0.020285498226715395,441,814,13722,6328350.0,6.350808290784643e-26,1.333669741064775e-24,True
recall5,bge_m3_hybrid_513_tk1000,reranked_results,0.08145823596180811,0.0,0.0757613958655886,0.08715507605802762,1607,387,12983,5410453.5,2.3857475727605178e-164,8.11154174738576e-163,True
recall5,bge_m3_hybrid_513_tk1000,nemotron_topk400,0.12993256326367097,0.0,0.12388490583737673,0.1359802206899652,2167,221,12589,3046153.5,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk1000,rer_bge_m3_hybrid_513_nemotron,0.11524337317219736,0.0,0.10955786666302922,0.12092887968136551,1906,180,12891,2508210.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk1000,rer_bge_m3_hybrid_513_nemotron_tk1000,0.13453962742872405,0.0,0.12837867011047546,0.14070058474697264,2251,236,12490,3241224.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk1000,rer_bge_m3_hybrid_513_nemotron_tk500,0.13327101555718768,0.0,0.12716860057219728,0.13937343054217807,2218,222,12537,3054165.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk500,bge_m3_hybrid_514,-0.024904854109634774,0.0,-0.029524209992554153,-0.020285498226715395,441,814,13722,6328350.0,6.350808290784643e-26,1.333669741064775e-24,True
recall5,bge_m3_hybrid_513_tk500,reranked_results,0.08145823596180811,0.0,0.0757613958655886,0.08715507605802762,1607,387,12983,5410453.5,2.3857475727605178e-164,8.11154174738576e-163,True
recall5,bge_m3_hybrid_513_tk500,nemotron_topk400,0.12993256326367097,0.0,0.12388490583737673,0.1359802206899652,2167,221,12589,3046153.5,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk500,rer_bge_m3_hybrid_513_nemotron,0.11524337317219736,0.0,0.10955786666302922,0.12092887968136551,1906,180,12891,2508210.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk500,rer_bge_m3_hybrid_513_nemotron_tk1000,0.13453962742872405,0.0,0.12837867011047546,0.14070058474697264,2251,236,12490,3241224.0,0.0,0.0,True
recall5,bge_m3_hybrid_513_tk500,rer_bge_m3_hybrid_513_nemotron_tk500,0.13327101555718768,0.0,0.12716860057219728,0.13937343054217807,2218,222,12537,3054165.0,0.0,0.0,True
recall5,bge_m3_hybrid_514,reranked_results,0.10636309007144287,0.0,0.1003007044528395,0.11242547569004624,1954,361,12662,4989020.0,2.2380210504767915e-240,8.280677886764129e-239,True
recall5,bge_m3_hybrid_514,nemotron_topk400,0.15483741737330572,0.0,0.14847400080922196,0.1612008339373895,2521,202,12254,2750432.0,0.0,0.0,True
recall5,bge_m3_hybrid_514,rer_bge_m3_hybrid_513_nemotron,0.14014822728183216,0.0,0.1340699472331351,0.14622650733052922,2275,176,12526,2420352.0,0.0,0.0,True
recall5,bge_m3_hybrid_514,rer_bge_m3_hybrid_513_nemotron_tk1000,0.15944448153835883,0.0,0.15299641054588078,0.16589255253083687,2598,210,12169,2850435.0,0.0,0.0,True
recall5,bge_m3_hybrid_514,rer_bge_m3_hybrid_513_nemotron_tk500,0.15817586966682246,0.0,0.15177708678328744,0.16457465255035747,2567,198,12212,2691810.0,0.0,0.0,True
recall5,reranked_results,nemotron_topk400,0.04847432730186286,0.0,0.04362857601829737,0.053320078585428345,1066,340,13571,4853330.0,1.6236895621218183e-83,4.708699730153273e-82,True
recall5,reranked_results,rer_bge_m3_hybrid_513_nemotron,0.03378513721038926,0.0,0.02952217922352113,0.038048095197257395,792,286,13899,4129411.0,1.3727888394560155e-53,3.8438087504768434e-52,True
recall5,reranked_results,rer_bge_m3_hybrid_513_nemotron_tk1000,0.053081391466915935,0.0,0.04808596153449846,0.05807682139933341,1147,352,13478,5008256.0,1.0775127693835354e-93,3.34028958508896e-92,True
recall5,reranked_results,rer_bge_m3_hybrid_513_nemotron_tk500,0.05181277959537958,0.0,0.04690558146069314,0.056719977730066026,1111,335,13531,4775257.5,1.4513232143958658e-92,4.3539696431875973e-91,True
recall5,nemotron_topk400,rer_bge_m3_hybrid_513_nemotron,-0.014689190091473592,0.0,-0.017606280122630998,-0.011772100060316188,140,360,14477,2061850.0,7.669610518818861e-23,1.3038337881992063e-21,True
recall5,nemotron_topk400,rer_bge_m3_hybrid_513_nemotron_tk1000,0.004607064165053082,0.0,0.0028380925094626157,0.006376035820643547,126,57,14794,848502.0,3.385305473072739e-07,3.7238360203800125e-06,True
recall5,nemotron_topk400,rer_bge_m3_hybrid_513_nemotron_tk500,0.0033384522935167257,0.0,0.0018357081068638313,0.00484119648016962,91,41,14845,611371.5,1.3493733270227875e-05,0.00013493733270227874,True
recall5,rer_bge_m3_hybrid_513_nemotron,rer_bge_m3_hybrid_513_nemotron_tk1000,0.019296254256526674,0.0,0.015991898056152913,0.022600610456900434,466,177,14334,2594112.0,4.325406080896936e-30,9.515893377973259e-29,True
recall5,rer_bge_m3_hybrid_513_nemotron,rer_bge_m3_hybrid_513_nemotron_tk500,0.018027642384990317,0.0,0.014977460259789951,0.021077824510190683,409,139,14429,2043786.5,8.909185483232205e-31,2.0491126611434074e-29,True
recall5,rer_bge_m3_hybrid_513_nemotron_tk1000,rer_bge_m3_hybrid_513_nemotron_tk500,-0.0012686118715363557,0.0,-0.0028873789557860106,0.000350155212713299,67,86,14824,998367.0,0.12452392086617774,0.8716674460632442,False
recall10,bge_m3_hybrid_315,bge_m3_hybrid_414,-0.01595780196300995,0.0,-0.020217305615451375,-0.011698298310568525,412,651,13914,5951752.0,2.293629160889933e-13,2.981717909156913e-12,True
recall10,bge_m3_hybrid_315,bge_m3_hybrid_424,-0.021366094678507044,0.0,-0.02579896879677067,-0.01693322056024342,417,737,13823,6005008.5,4.5144495529669016e-21,9.480344061230493e-20,True
